"group" "ints" "reals"
"795" "c" 5 -0.821490357987951
"796" "a" 4 -0.218393772202031
"797" "c" 6 -0.679326064948292
"798" "c" 6 1.18371727924017
"799" "b" 4 -0.269173483159847
"800" "b" 3 0.0165679235558984
"801" "c" 4 0.131289750765239
"802" "c" 6 -0.0678992574500903
"803" "a" 3 0.289102758810437
"804" "c" 6 0.192697862603777
"805" "c" 3 0.176863463883183
"806" "b" 5 -0.526878364826441
"807" "c" 3 -1.0652486929638
"808" "c" 5 1.03437618275095
"809" "c" 5 0.348706828536293
"810" "b" 4 1.10988751846493
"811" "c" 6 -0.438414707932796
"812" "c" 6 1.10258487511468
"813" "b" 4 -1.30389850836385
"814" "a" 5 0.0297922602534907
"815" "b" 6 0.0656649988240008
"816" "a" 8 -0.480888347395714
"817" "b" 5 -1.70800523918939
"818" "a" 4 0.880200638101881
"819" "b" 5 -0.25919431661376
"820" "a" 5 0.109971832513242
"821" "b" 4 0.470623382653257
"822" "a" 4 -0.00480768695452077
"823" "a" 7 0.0922830068447005
"824" "a" 3 0.853217530560295
"825" "c" 5 0.0173738874692547
"826" "b" 5 0.970169790869897
"827" "c" 5 1.1427061304665
"828" "c" 4 -0.67854039734252
"829" "b" 4 0.85658921238104
"830" "b" 9 0.393720646057098
"831" "a" 4 -0.551964847706487
"832" "c" 4 -1.29417862561678
"833" "b" 5 1.03779606722359
"834" "a" 5 -1.03539100544164
"835" "b" 4 0.841492672682388
"836" "a" 4 -0.67081220010348
"837" "a" 7 -0.967736258744277
"838" "c" 3 -0.69797601414364
"839" "c" 7 0.143039709969397
"840" "b" 6 0.633154617617443
"841" "a" 6 -0.647169000779779
"842" "c" 8 -0.417115401206705
"843" "a" 3 -0.950954412306722
"844" "b" 8 -2.61616536583857
"845" "b" 4 -0.448559239300872
"846" "b" 6 -0.799936014601697
"847" "a" 6 -0.825774567678115
"848" "c" 7 2.00920444227616
"849" "a" 2 0.777433443391686
"850" "b" 7 0.187538282302639
"851" "b" 3 0.421891702042383
"852" "a" 5 0.146562710153163
"853" "c" 4 -2.14180636669853
"854" "c" 5 1.96636693366292
"855" "c" 6 -0.266977050711644
"856" "b" 5 2.24497402254286
"857" "a" 4 -0.350797301249152
"858" "a" 6 -0.290034640160422
"859" "c" 8 -0.71675892707343
"860" "a" 5 -0.274672433374693
"861" "c" 3 0.894368425871568
"862" "b" 4 0.250209595552251
"863" "a" 4 1.4410084433639
"864" "a" 3 -1.58771517776429
"865" "b" 4 0.203632583245395
"866" "a" 3 0.397485718179487
"867" "c" 4 -0.729878890513467
"868" "b" 3 0.916289291064381
"869" "a" 4 2.02947174261653
"870" "c" 6 1.08057943968964
"871" "b" 5 0.0235877539767846
"872" "b" 5 -0.511137752957978
"873" "a" 5 0.722315354284606
"874" "a" 5 0.0441257561284462
"875" "c" 4 1.21894500891857
"876" "a" 2 -1.22800726013074
"877" "c" 7 -2.3148995881954
"878" "c" 4 -0.0902740798496007
"879" "b" 6 0.0367079607136485
"880" "b" 4 -2.18214365793058
"881" "c" 3 1.93971856051333
"882" "b" 6 -1.00359851920158
"883" "c" 4 1.42254807882532
"884" "a" 6 0.688441644194038
"885" "a" 7 0.601585287238424
"886" "b" 3 0.0594152023716152
"887" "a" 6 -0.407671004046716
"888" "a" 1 0.450322123478516
"889" "a" 4 -0.22331951247027
"890" "c" 5 2.15786030418168
"891" "b" 3 0.578445507446169
"892" "c" 9 -1.38588180660474
"893" "a" 4 1.1956032172327
"894" "a" 2 0.269233443433611
"895" "c" 3 0.0456749009983402
"896" "b" 7 0.473739545611673
"897" "b" 4 0.754487635603277
"898" "a" 6 -0.516746588424557
"899" "a" 3 -0.328675267670419
"900" "b" 2 -1.12712174345944
"901" "c" 5 1.15007088273395
"902" "c" 2 -0.419786132075791
"903" "a" 6 0.576606061883725
"904" "a" 7 0.0266795392119154
"905" "b" 2 0.241328071978126
"906" "a" 5 -0.497084838610369
"907" "a" 5 0.839444008425813
"908" "b" 6 -1.30635309365164
"909" "c" 3 -0.540888593462503
"910" "a" 6 -0.775300800147242
"911" "c" 4 1.46391998611748
"912" "a" 4 0.461604620269672
"913" "a" 5 1.7749241959112
"914" "c" 4 0.263599085894124
"915" "a" 4 -0.848722589958737
"916" "b" 6 -1.38885881735061
"917" "a" 4 -1.09591580870576
"918" "b" 3 -0.4708230177065
"919" "a" 5 0.463702617829759
"920" "b" 7 -0.110458592426402
"921" "c" 6 -0.145109767915096
"922" "a" 5 -0.975792334537623
"923" "c" 8 1.86426792085262
"924" "b" 7 2.00308922133345
"925" "c" 4 -0.899664408244935
"926" "b" 8 0.395552288901216
"927" "a" 5 0.519773874491772
"928" "b" 3 1.72307068236536
"929" "a" 4 -0.339945964314817
"930" "c" 5 -0.217771717965028
"931" "c" 4 1.39433237106312
"932" "c" 7 0.0372600473333346
"933" "c" 5 1.6235327088646
"934" "c" 7 0.901722863295057
"935" "a" 3 -1.14843287921492
"936" "b" 3 -0.585112408952555
"937" "c" 7 0.873561026410987
"938" "b" 5 -0.248475361238948
"939" "c" 7 0.449295241047163
"940" "c" 3 0.611774563555823
"941" "b" 4 1.02900810589685
"942" "a" 3 2.96185050777316
"943" "b" 4 0.60104656570238
"944" "a" 7 -0.187752545047181
"945" "b" 4 0.0455469475717743
"946" "b" 5 -0.711004422509405
"947" "a" 5 1.10885746764002
"948" "c" 4 0.0938957568675664
"949" "c" 2 1.23621172930258
"950" "a" 3 -0.384203184323849
"951" "b" 3 -0.197439322024279
"952" "a" 5 -1.39043235657161
"953" "b" 6 -1.55946358049301
"954" "a" 4 -1.16414800369103
"955" "c" 6 -1.41745034912353
"956" "b" 7 0.427972979818094
"957" "c" 5 2.99614780298427
"958" "a" 5 -0.451450627890723
"959" "c" 5 -0.860834337206512
"960" "a" 7 -1.45077186355142
"961" "a" 4 0.0888362301940798
"962" "c" 6 1.63544700627505
"963" "a" 7 2.80143891330545
"964" "b" 6 0.503338605892117
"965" "c" 6 1.18147932687418
"966" "c" 6 1.0628260274126
"967" "a" 5 -0.826391754346244
"968" "b" 6 0.00985058562390863
"969" "c" 5 1.25271927801311
"970" "c" 4 -1.0169541010413
"971" "b" 3 -1.78731900487095
"972" "c" 5 1.25429409338752
"973" "a" 6 -0.766190735921892
"974" "b" 2 -0.133883277352247
"975" "c" 5 -0.668895240196875
"976" "b" 7 0.523021660782357
"977" "b" 4 -0.0398341924476841
"978" "b" 7 -0.616846903686324
"979" "c" 6 -0.132252662366029
"980" "b" 8 0.131712436526503
"981" "a" 7 -0.421865498402945
"982" "c" 6 1.41243284594722
"983" "c" 8 0.347501456020337
"984" "a" 5 1.24734832808404
"985" "c" 6 1.19295036427202
"986" "c" 4 -0.853831590390113
"987" "c" 6 -0.567271917925807
"988" "b" 4 -0.679916808896815
"989" "c" 2 -1.36251337654743
"990" "b" 2 0.583689151930529
"991" "b" 4 -0.698777327358008
"992" "b" 5 -0.636878863478482
"993" "a" 5 0.559624431185403
"994" "b" 6 0.837573290090228
"995" "b" 7 -0.95636661199524
"996" "b" 2 0.963589015968077
"997" "b" 5 0.341182256132503
"998" "b" 4 -0.360405894611356
"999" "c" 6 0.848353744318292
"1000" "c" 7 -0.633409999259168
